id_item_pedido,id_pedido,id_produto,quantidade,preco_unitario_venda
6058,1113,119,10.00,82.28
6059,1114,113,1.00,81.42
6060,1114,153,6.00,109.35
6061,1114,79,4.00,82.45
6062,1114,113,8.00,81.42
6063,1114,44,8.00,146.83
6064,1114,12,1.00,164.13
6065,1114,31,6.00,95.56
6066,1114,75,2.00,70.30
6067,1114,150,3.00,82.67
6068,1114,173,7.00,51.09
6069,1115,146,1.00,110.74
6070,1115,38,8.00,107.79
6071,1116,176,8.00,99.69
6072,1116,5,10.00,116.79
6073,1116,111,10.00,77.61
6074,1117,137,10.00,19.46
6075,1117,184,7.00,83.48
6076,1118,95,8.00,146.31
6077,1118,83,8.00,102.48
6078,1118,109,5.00,31.42
6079,1118,120,7.00,27.57
6080,1118,96,5.00,23.96
6081,1118,145,4.00,156.94
6082,1118,80,1.00,71.15
6083,1118,14,2.00,14.07
6084,1118,141,10.00,36.25
6085,1119,7,6.00,60.61
6086,1119,156,2.00,168.13
6087,1120,107,2.00,140.95
6088,1120,67,2.00,65.55
6089,1120,111,5.00,77.61
6090,1120,92,1.00,95.54
6091,1120,144,6.00,89.66
6092,1120,98,9.00,94.54
6093,1120,173,8.00,51.09
6094,1120,3,9.00,95.53
6095,1120,86,5.00,103.76
6096,1121,103,4.00,143.13
6097,1121,198,1.00,18.04
6098,1121,34,8.00,120.11
6099,1121,67,4.00,65.55
6100,1121,152,8.00,103.32
6101,1122,75,2.00,70.30
6102,1122,155,4.00,120.94
6103,1122,63,6.00,93.65
6104,1122,194,1.00,50.00
6105,1122,118,7.00,88.30
6106,1122,88,3.00,131.78
6107,1122,12,5.00,164.13
6108,1122,22,2.00,43.36
6109,1122,111,3.00,77.61
6110,1123,124,7.00,92.50
6111,1123,84,2.00,135.68
6112,1124,164,8.00,155.40
6113,1124,68,5.00,24.01
6114,1124,9,10.00,78.00
6115,1124,157,10.00,139.76
6116,1124,93,5.00,141.70
6117,1125,100,5.00,89.92
6118,1126,86,5.00,103.76
6119,1126,11,9.00,132.19
6120,1126,26,1.00,57.85
6121,1126,188,6.00,36.87
6122,1126,141,10.00,36.25
6123,1126,172,4.00,124.10
6124,1127,37,3.00,77.22
6125,1127,130,6.00,82.53
6126,1127,119,5.00,82.28
6127,1128,112,5.00,17.72
6128,1128,68,5.00,24.01
6129,1128,87,7.00,70.27
6130,1128,39,9.00,126.24
6131,1128,147,1.00,76.74
6132,1128,48,10.00,69.95
6133,1128,177,7.00,59.94
6134,1128,126,2.00,71.94
6135,1129,194,6.00,50.00
6136,1129,183,9.00,88.05
6137,1129,118,4.00,88.30
6138,1129,198,9.00,18.04
6139,1129,99,8.00,40.93
6140,1130,15,5.00,42.70
6141,1130,11,9.00,132.19
6142,1130,67,10.00,65.55
6143,1130,166,3.00,145.42
6144,1130,152,1.00,103.32
6145,1130,190,6.00,176.93
6146,1130,32,10.00,81.69
6147,1130,103,6.00,143.13
6148,1130,66,10.00,88.37
6149,1130,121,3.00,80.40
6150,1131,97,8.00,41.83
6151,1131,49,10.00,18.46
6152,1131,52,4.00,126.99
6153,1132,40,10.00,14.12
6154,1133,83,6.00,102.48
6155,1133,88,6.00,131.78
6156,1134,102,10.00,143.32
6157,1134,53,5.00,39.61
6158,1134,95,1.00,146.31
6159,1134,125,1.00,108.94
6160,1134,104,4.00,17.81
6161,1134,53,3.00,39.61
6162,1135,6,3.00,158.61
6163,1135,57,6.00,17.10
6164,1135,26,9.00,57.85
6165,1135,176,9.00,99.69
6166,1135,114,4.00,175.85
6167,1135,182,6.00,73.62
6168,1135,17,8.00,35.86
6169,1136,12,8.00,164.13
6170,1136,75,8.00,70.30
6171,1137,170,2.00,111.55
6172,1137,44,7.00,146.83
6173,1137,102,7.00,143.32
6174,1137,130,4.00,82.53
6175,1138,121,1.00,80.40
6176,1138,73,8.00,55.51
6177,1138,88,1.00,131.78
6178,1138,11,1.00,132.19
6179,1138,11,2.00,132.19
6180,1138,111,4.00,77.61
6181,1138,199,10.00,120.75
6182,1139,54,6.00,80.27
6183,1139,200,3.00,42.11
6184,1139,101,7.00,120.64
6185,1140,122,5.00,27.75
6186,1140,130,8.00,82.53
6187,1141,149,6.00,21.84
6188,1141,86,6.00,103.76
6189,1141,81,5.00,117.84
6190,1141,166,10.00,145.42
6191,1141,17,7.00,35.86
6192,1141,26,7.00,57.85
6193,1141,140,7.00,160.58
6194,1141,23,7.00,144.07
6195,1142,178,2.00,130.29
6196,1142,184,3.00,83.48
6197,1142,93,6.00,141.70
6198,1142,114,1.00,175.85
6199,1142,117,8.00,170.41
6200,1143,37,4.00,77.22
6201,1143,89,1.00,149.08
6202,1143,147,7.00,76.74
6203,1143,195,10.00,32.07
6204,1143,184,7.00,83.48
6205,1143,124,1.00,92.50
6206,1144,91,3.00,30.96
6207,1144,150,1.00,82.67
6208,1144,24,4.00,169.69
6209,1144,102,5.00,143.32
6210,1144,124,8.00,92.50
6211,1144,27,3.00,52.77
6212,1144,196,1.00,108.34
6213,1145,80,9.00,71.15
6214,1145,57,8.00,17.10
6215,1145,157,8.00,139.76
6216,1145,58,3.00,170.49
6217,1145,89,5.00,149.08
6218,1145,166,9.00,145.42
6219,1145,147,2.00,76.74
6220,1146,89,7.00,149.08
6221,1146,31,7.00,95.56
6222,1147,7,9.00,60.61
6223,1147,29,2.00,150.77
6224,1147,76,5.00,78.39
6225,1147,182,4.00,73.62
6226,1147,170,4.00,111.55
6227,1147,193,10.00,44.06
6228,1147,128,5.00,120.44
6229,1147,94,10.00,71.73
6230,1148,122,8.00,27.75
6231,1148,12,10.00,164.13
6232,1148,133,5.00,85.25
6233,1148,13,1.00,62.36
6234,1148,52,1.00,126.99
6235,1149,101,5.00,120.64
6236,1149,129,10.00,59.27
6237,1149,146,9.00,110.74
6238,1149,6,7.00,158.61
6239,1149,191,10.00,30.62
6240,1149,173,5.00,51.09
6241,1149,172,9.00,124.10
6242,1150,119,2.00,82.28
6243,1150,160,7.00,144.77
6244,1150,157,1.00,139.76
6245,1150,145,6.00,156.94
6246,1150,141,8.00,36.25
6247,1150,175,10.00,39.77
6248,1150,42,2.00,132.84
6249,1151,45,7.00,104.12
6250,1151,139,5.00,33.06
6251,1151,34,5.00,120.11
6252,1151,182,1.00,73.62
6253,1151,145,4.00,156.94
6254,1151,122,10.00,27.75
6255,1151,13,4.00,62.36
6256,1151,137,3.00,19.46
6257,1151,78,1.00,113.51
6258,1152,46,3.00,170.17
6259,1152,142,8.00,82.31
6260,1152,84,10.00,135.68
6261,1152,109,9.00,31.42
6262,1152,115,4.00,18.18
6263,1152,190,8.00,176.93
6264,1152,168,10.00,183.04
6265,1152,81,1.00,117.84
6266,1152,27,5.00,52.77
6267,1152,178,1.00,130.29
6268,1153,102,5.00,143.32
6269,1153,125,9.00,108.94
6270,1153,57,10.00,17.10
6271,1153,159,2.00,99.26
6272,1153,92,8.00,95.54
6273,1153,118,6.00,88.30
6274,1153,4,5.00,166.69
6275,1153,13,1.00,62.36
6276,1154,113,3.00,81.42
6277,1154,145,8.00,156.94
6278,1155,184,5.00,83.48
6279,1156,158,3.00,64.90
6280,1156,1,2.00,59.67
6281,1156,184,1.00,83.48
6282,1156,76,9.00,78.39
6283,1156,186,2.00,33.39
6284,1156,44,5.00,146.83
6285,1156,161,6.00,91.68
6286,1156,65,10.00,36.90
6287,1156,172,4.00,124.10
6288,1157,110,1.00,76.77
6289,1157,156,7.00,168.13
6290,1157,169,4.00,143.39
6291,1158,72,2.00,136.86
6292,1158,150,3.00,82.67
6293,1158,189,1.00,106.63
6294,1158,38,10.00,107.79
6295,1158,18,7.00,109.86
6296,1158,200,1.00,42.11
6297,1159,92,3.00,95.54
6298,1159,155,2.00,120.94
6299,1159,110,3.00,76.77
6300,1159,85,5.00,111.09
6301,1159,18,1.00,109.86
6302,1159,172,3.00,124.10
6303,1159,97,8.00,41.83
6304,1160,30,4.00,66.44
6305,1160,21,6.00,153.55
6306,1160,134,6.00,73.35
6307,1160,147,1.00,76.74
6308,1160,190,7.00,176.93
6309,1160,85,2.00,111.09
6310,1160,90,9.00,45.99
6311,1160,140,1.00,160.58
6312,1160,40,9.00,14.12
6313,1161,112,4.00,17.72
6314,1161,41,9.00,75.31
6315,1161,171,6.00,83.11
6316,1161,78,2.00,113.51
6317,1161,134,9.00,73.35
6318,1162,93,2.00,141.70
6319,1163,66,1.00,88.37
6320,1163,43,10.00,140.33
6321,1163,22,7.00,43.36
6322,1163,28,7.00,118.54
6323,1163,133,5.00,85.25
6324,1163,67,3.00,65.55
6325,1164,13,3.00,62.36
6326,1164,12,6.00,164.13
6327,1164,107,1.00,140.95
6328,1164,120,9.00,27.57
6329,1165,43,1.00,140.33
6330,1165,140,3.00,160.58
6331,1165,70,9.00,170.91
6332,1165,58,9.00,170.49
6333,1166,120,8.00,27.57
6334,1167,129,8.00,59.27
6335,1167,122,10.00,27.75
6336,1167,145,9.00,156.94
6337,1167,63,9.00,93.65
6338,1167,93,7.00,141.70
6339,1167,193,8.00,44.06
6340,1167,22,2.00,43.36
6341,1167,73,5.00,55.51
6342,1167,188,5.00,36.87
6343,1168,149,8.00,21.84
6344,1168,131,10.00,141.91
6345,1168,148,9.00,57.69
6346,1168,29,2.00,150.77
6347,1168,23,3.00,144.07
6348,1168,162,4.00,136.96
6349,1168,61,5.00,62.49
6350,1168,106,2.00,17.25
6351,1168,61,10.00,62.49
6352,1168,195,10.00,32.07
6353,1169,99,9.00,40.93
6354,1169,122,6.00,27.75
6355,1169,9,6.00,78.00
6356,1169,81,6.00,117.84
6357,1169,58,10.00,170.49
6358,1169,172,5.00,124.10
6359,1170,194,2.00,50.00
6360,1170,8,7.00,76.10
6361,1170,6,3.00,158.61
6362,1171,18,2.00,109.86
6363,1171,142,10.00,82.31
6364,1171,136,5.00,17.95
6365,1171,94,9.00,71.73
6366,1171,162,6.00,136.96
6367,1171,25,1.00,50.94
6368,1171,11,1.00,132.19
6369,1171,180,5.00,167.43
6370,1172,143,1.00,19.36
6371,1172,38,8.00,107.79
6372,1173,1,9.00,59.67
6373,1173,14,9.00,14.07
6374,1173,44,5.00,146.83
6375,1173,101,3.00,120.64
6376,1173,126,5.00,71.94
6377,1173,70,5.00,170.91
6378,1173,4,9.00,166.69
6379,1173,47,6.00,92.50
6380,1174,19,6.00,109.84
6381,1174,104,10.00,17.81
6382,1174,199,3.00,120.75
6383,1174,37,3.00,77.22
6384,1174,103,10.00,143.13
6385,1174,29,10.00,150.77
6386,1174,21,8.00,153.55
6387,1174,129,9.00,59.27
6388,1174,62,10.00,81.68
6389,1174,9,3.00,78.00
6390,1175,110,4.00,76.77
6391,1175,9,2.00,78.00
6392,1175,170,7.00,111.55
6393,1175,141,6.00,36.25
6394,1175,149,10.00,21.84
6395,1175,148,8.00,57.69
6396,1175,74,7.00,155.78
6397,1175,73,8.00,55.51
6398,1175,117,7.00,170.41
6399,1176,99,4.00,40.93
6400,1176,45,1.00,104.12
6401,1176,153,6.00,109.35
6402,1176,92,7.00,95.54
6403,1177,198,7.00,18.04
6404,1177,40,1.00,14.12
6405,1178,188,1.00,36.87
6406,1178,86,1.00,103.76
6407,1178,145,7.00,156.94
6408,1179,96,5.00,23.96
6409,1179,133,1.00,85.25
6410,1179,61,4.00,62.49
6411,1179,158,10.00,64.90
6412,1179,47,5.00,92.50
6413,1179,69,5.00,144.63
6414,1179,77,5.00,121.19
6415,1180,90,6.00,45.99
6416,1180,81,4.00,117.84
6417,1180,132,2.00,70.90
6418,1180,168,8.00,183.04
6419,1180,9,1.00,78.00
6420,1180,56,2.00,44.83
6421,1181,151,10.00,66.54
6422,1181,82,3.00,74.55
6423,1181,5,4.00,116.79
6424,1182,154,8.00,43.67
6425,1182,116,6.00,114.40
6426,1182,16,7.00,108.18
6427,1182,50,2.00,45.83
6428,1183,132,5.00,70.90
6429,1183,20,3.00,129.88
6430,1183,193,1.00,44.06
6431,1183,80,9.00,71.15
6432,1183,173,9.00,51.09
6433,1183,162,5.00,136.96
6434,1183,123,9.00,80.89
6435,1183,68,2.00,24.01
6436,1183,180,10.00,167.43
6437,1183,6,3.00,158.61
6438,1184,41,3.00,75.31
6439,1184,152,10.00,103.32
6440,1184,105,8.00,115.16
6441,1184,34,6.00,120.11
6442,1184,86,4.00,103.76
6443,1184,126,10.00,71.94
6444,1184,11,4.00,132.19
6445,1184,73,10.00,55.51
6446,1184,90,6.00,45.99
6447,1184,48,7.00,69.95
6448,1185,174,4.00,59.66
6449,1185,42,10.00,132.84
6450,1185,25,8.00,50.94
6451,1185,101,2.00,120.64
6452,1185,93,8.00,141.70
6453,1185,46,10.00,170.17
6454,1185,41,1.00,75.31
6455,1186,173,2.00,51.09
6456,1186,82,5.00,74.55
6457,1186,188,5.00,36.87
6458,1186,39,8.00,126.24
6459,1187,185,3.00,81.48
6460,1187,86,5.00,103.76
6461,1187,163,9.00,59.03
6462,1187,118,6.00,88.30
6463,1187,178,9.00,130.29
6464,1188,67,10.00,65.55
6465,1188,105,9.00,115.16
6466,1188,186,10.00,33.39
6467,1188,179,7.00,67.33
6468,1188,133,4.00,85.25
6469,1188,117,10.00,170.41
6470,1189,50,7.00,45.83
6471,1189,108,8.00,128.36
6472,1189,4,10.00,166.69
6473,1189,106,9.00,17.25
6474,1189,176,8.00,99.69
6475,1189,183,5.00,88.05
6476,1190,115,3.00,18.18
6477,1190,140,7.00,160.58
6478,1190,27,8.00,52.77
6479,1190,54,2.00,80.27
6480,1190,170,9.00,111.55
6481,1190,145,1.00,156.94
6482,1191,158,4.00,64.90
6483,1191,106,6.00,17.25
6484,1191,187,2.00,97.73
6485,1191,1,6.00,59.67
6486,1191,129,7.00,59.27
6487,1191,40,2.00,14.12
6488,1192,89,2.00,149.08
6489,1192,82,6.00,74.55
6490,1192,151,10.00,66.54
6491,1192,131,4.00,141.91
6492,1192,119,1.00,82.28
6493,1192,76,8.00,78.39
6494,1192,164,8.00,155.40
6495,1193,109,1.00,31.42
6496,1193,78,10.00,113.51
6497,1193,95,6.00,146.31
6498,1193,100,8.00,89.92
6499,1193,46,9.00,170.17
6500,1193,162,4.00,136.96
6501,1194,14,9.00,14.07
6502,1194,34,3.00,120.11
6503,1195,170,8.00,111.55
6504,1195,42,8.00,132.84
6505,1196,161,5.00,91.68
6506,1196,152,5.00,103.32
6507,1196,29,3.00,150.77
6508,1196,176,7.00,99.69
6509,1196,88,4.00,131.78
6510,1196,89,2.00,149.08
6511,1196,83,7.00,102.48
6512,1196,176,6.00,99.69
6513,1196,189,2.00,106.63
6514,1197,149,2.00,21.84
6515,1197,71,5.00,51.00
6516,1197,4,9.00,166.69
6517,1197,31,3.00,95.56
6518,1197,143,9.00,19.36
6519,1197,35,3.00,151.38
6520,1198,196,9.00,108.34
6521,1198,39,5.00,126.24
6522,1198,176,10.00,99.69
6523,1198,186,10.00,33.39
6524,1198,150,1.00,82.67
6525,1198,177,4.00,59.94
6526,1198,8,2.00,76.10
6527,1199,13,1.00,62.36
6528,1199,172,3.00,124.10
6529,1200,160,2.00,144.77
6530,1200,24,3.00,169.69
6531,1200,12,5.00,164.13
6532,1201,103,8.00,143.13
6533,1201,197,8.00,94.75
6534,1201,6,8.00,158.61
6535,1201,145,4.00,156.94
6536,1201,94,4.00,71.73
6537,1201,80,10.00,71.15
6538,1201,71,1.00,51.00
6539,1201,27,6.00,52.77
6540,1201,61,9.00,62.49
6541,1201,110,1.00,76.77
6542,1202,87,4.00,70.27
6543,1202,46,3.00,170.17
6544,1202,96,7.00,23.96
6545,1202,7,1.00,60.61
6546,1202,60,3.00,86.26
6547,1202,70,1.00,170.91
6548,1202,194,9.00,50.00
6549,1202,55,9.00,104.34
6550,1202,94,8.00,71.73
6551,1202,76,7.00,78.39
6552,1203,175,3.00,39.77
6553,1203,95,8.00,146.31
6554,1203,25,5.00,50.94
6555,1203,17,10.00,35.86
6556,1204,4,9.00,166.69
6557,1204,57,9.00,17.10
6558,1204,49,8.00,18.46
6559,1204,2,9.00,100.64
6560,1204,200,6.00,42.11
6561,1205,10,7.00,75.54
6562,1205,39,10.00,126.24
6563,1205,39,2.00,126.24
6564,1205,190,5.00,176.93
6565,1205,45,9.00,104.12
6566,1205,142,10.00,82.31
6567,1206,182,7.00,73.62
6568,1206,78,1.00,113.51
6569,1206,37,8.00,77.22
6570,1206,2,9.00,100.64
6571,1207,121,3.00,80.40
6572,1207,93,6.00,141.70
6573,1207,72,2.00,136.86
6574,1208,107,3.00,140.95
6575,1208,88,6.00,131.78
6576,1209,75,9.00,70.30
6577,1209,55,8.00,104.34
6578,1209,162,9.00,136.96
6579,1209,173,8.00,51.09
6580,1209,27,5.00,52.77
6581,1209,161,7.00,91.68
6582,1209,198,10.00,18.04
6583,1209,118,2.00,88.30
6584,1209,48,6.00,69.95
6585,1209,53,6.00,39.61
6586,1210,198,9.00,18.04
6587,1210,18,1.00,109.86
6588,1210,162,1.00,136.96
6589,1210,116,9.00,114.40
6590,1210,142,9.00,82.31
6591,1210,56,8.00,44.83
6592,1210,176,2.00,99.69
6593,1210,30,3.00,66.44
6594,1211,159,8.00,99.26
6595,1211,80,8.00,71.15
6596,1211,83,9.00,102.48
6597,1211,49,6.00,18.46
6598,1211,189,2.00,106.63
6599,1212,112,2.00,17.72
6600,1212,178,2.00,130.29
6601,1212,168,9.00,183.04
6602,1212,186,10.00,33.39
6603,1212,21,6.00,153.55
6604,1212,119,3.00,82.28
6605,1213,163,10.00,59.03
6606,1214,196,2.00,108.34
6607,1214,156,5.00,168.13
6608,1214,192,5.00,56.35
6609,1215,7,10.00,60.61
6610,1216,194,2.00,50.00
6611,1216,11,7.00,132.19
6612,1216,65,6.00,36.90
6613,1216,131,7.00,141.91
6614,1216,95,4.00,146.31
6615,1216,27,8.00,52.77
6616,1217,185,2.00,81.48
6617,1217,172,10.00,124.10
6618,1217,11,5.00,132.19
6619,1217,46,8.00,170.17
6620,1217,180,4.00,167.43
6621,1218,91,10.00,30.96
6622,1218,35,2.00,151.38
6623,1218,31,4.00,95.56
6624,1218,63,6.00,93.65
6625,1218,123,6.00,80.89
6626,1218,161,5.00,91.68
6627,1218,149,5.00,21.84
6628,1218,179,2.00,67.33
6629,1219,20,6.00,129.88
6630,1219,142,8.00,82.31
6631,1219,123,9.00,80.89
6632,1220,107,6.00,140.95
6633,1220,193,3.00,44.06
6634,1220,105,8.00,115.16
6635,1220,42,8.00,132.84
6636,1221,73,6.00,55.51
6637,1221,94,9.00,71.73
6638,1221,122,7.00,27.75
6639,1221,80,1.00,71.15
6640,1221,13,2.00,62.36
6641,1221,121,6.00,80.40
6642,1221,171,7.00,83.11
6643,1221,156,9.00,168.13
6644,1222,119,2.00,82.28
6645,1222,37,4.00,77.22
6646,1222,17,5.00,35.86
6647,1222,182,3.00,73.62
6648,1222,107,10.00,140.95
6649,1222,186,10.00,33.39
6650,1222,159,3.00,99.26
6651,1222,152,2.00,103.32
6652,1222,57,1.00,17.10
6653,1222,112,6.00,17.72
6654,1223,82,8.00,74.55
6655,1224,128,1.00,120.44
6656,1224,43,10.00,140.33
6657,1224,60,6.00,86.26
6658,1224,148,2.00,57.69
6659,1225,149,5.00,21.84
6660,1225,185,4.00,81.48
6661,1225,172,4.00,124.10
6662,1225,6,2.00,158.61
6663,1225,151,3.00,66.54
6664,1226,176,2.00,99.69
6665,1227,25,8.00,50.94
6666,1227,34,8.00,120.11
6667,1227,22,4.00,43.36
6668,1227,100,5.00,89.92
6669,1227,108,5.00,128.36
6670,1227,144,2.00,89.66
6671,1227,164,5.00,155.40
6672,1227,6,7.00,158.61
6673,1227,41,1.00,75.31
6674,1227,111,7.00,77.61
6675,1228,200,1.00,42.11
6676,1228,55,3.00,104.34
6677,1228,49,6.00,18.46
6678,1228,23,9.00,144.07
6679,1228,193,3.00,44.06
6680,1228,50,6.00,45.83
6681,1228,16,7.00,108.18
6682,1229,196,8.00,108.34
6683,1229,152,6.00,103.32
6684,1229,114,2.00,175.85
6685,1229,4,7.00,166.69
6686,1229,41,1.00,75.31
6687,1229,131,2.00,141.91
6688,1229,119,7.00,82.28
6689,1229,77,1.00,121.19
6690,1230,77,5.00,121.19
6691,1230,33,5.00,49.20
6692,1230,120,8.00,27.57
6693,1230,190,5.00,176.93
6694,1230,120,6.00,27.57
6695,1231,191,2.00,30.62
6696,1231,148,4.00,57.69
6697,1231,87,2.00,70.27
6698,1232,95,3.00,146.31
6699,1232,129,6.00,59.27
6700,1232,2,3.00,100.64
6701,1232,65,9.00,36.90
6702,1233,140,1.00,160.58
6703,1233,185,6.00,81.48
6704,1233,44,3.00,146.83
6705,1233,167,3.00,102.76
6706,1233,173,5.00,51.09
6707,1233,175,9.00,39.77
6708,1233,167,5.00,102.76
6709,1233,193,4.00,44.06
6710,1233,162,1.00,136.96
6711,1234,12,4.00,164.13
6712,1234,113,8.00,81.42
6713,1234,28,5.00,118.54
6714,1234,119,8.00,82.28
6715,1235,27,3.00,52.77
6716,1235,120,4.00,27.57
6717,1236,32,10.00,81.69
6718,1236,39,2.00,126.24
6719,1236,45,7.00,104.12
6720,1236,92,5.00,95.54
6721,1236,141,3.00,36.25
6722,1236,56,6.00,44.83
6723,1236,182,9.00,73.62
6724,1236,143,10.00,19.36
6725,1236,78,3.00,113.51
6726,1236,186,10.00,33.39
6727,1237,46,2.00,170.17
6728,1238,42,7.00,132.84
6729,1238,96,6.00,23.96
6730,1238,49,7.00,18.46
6731,1238,56,6.00,44.83
6732,1238,23,8.00,144.07
6733,1239,172,8.00,124.10
6734,1239,39,8.00,126.24
6735,1239,197,8.00,94.75
6736,1239,189,4.00,106.63
6737,1239,14,3.00,14.07
6738,1239,166,6.00,145.42
6739,1240,32,8.00,81.69
6740,1240,98,1.00,94.54
6741,1240,168,1.00,183.04
6742,1240,112,8.00,17.72
6743,1241,185,1.00,81.48
6744,1241,135,1.00,69.08
6745,1242,100,9.00,89.92
6746,1242,188,1.00,36.87
6747,1242,72,7.00,136.86
6748,1242,75,9.00,70.30
6749,1242,176,10.00,99.69
6750,1242,71,8.00,51.00
6751,1243,3,3.00,95.53
6752,1243,24,9.00,169.69
6753,1243,17,8.00,35.86
6754,1244,106,3.00,17.25
6755,1244,101,9.00,120.64
6756,1245,150,6.00,82.67
6757,1245,72,3.00,136.86
6758,1245,15,7.00,42.70
6759,1245,40,10.00,14.12
6760,1245,20,7.00,129.88
6761,1245,11,3.00,132.19
6762,1245,18,8.00,109.86
6763,1245,48,1.00,69.95
6764,1246,63,3.00,93.65
6765,1246,44,4.00,146.83
6766,1247,141,6.00,36.25
6767,1247,166,4.00,145.42
6768,1247,91,2.00,30.96
6769,1247,33,6.00,49.20
6770,1247,9,7.00,78.00
6771,1247,56,4.00,44.83
6772,1247,191,7.00,30.62
6773,1247,115,8.00,18.18
6774,1247,55,10.00,104.34
6775,1247,2,2.00,100.64
6776,1248,103,4.00,143.13
6777,1248,69,6.00,144.63
6778,1248,174,7.00,59.66
6779,1248,87,4.00,70.27
6780,1249,39,1.00,126.24
6781,1249,175,1.00,39.77
6782,1249,172,1.00,124.10
6783,1250,58,1.00,170.49
6784,1250,77,8.00,121.19
6785,1250,138,2.00,98.96
6786,1250,128,8.00,120.44
6787,1250,191,5.00,30.62
6788,1250,74,6.00,155.78
6789,1250,83,6.00,102.48
6790,1250,104,10.00,17.81
6791,1251,59,10.00,34.40
6792,1251,181,7.00,132.60
6793,1252,73,3.00,55.51
6794,1252,27,10.00,52.77
6795,1253,196,10.00,108.34
6796,1253,163,3.00,59.03
6797,1253,127,6.00,106.10
6798,1253,133,8.00,85.25
6799,1253,190,4.00,176.93
6800,1253,9,1.00,78.00
6801,1253,56,2.00,44.83
6802,1254,25,8.00,50.94
6803,1254,84,9.00,135.68
6804,1254,162,7.00,136.96
6805,1254,119,2.00,82.28
6806,1254,6,7.00,158.61
6807,1254,35,10.00,151.38
6808,1254,200,3.00,42.11
6809,1254,83,3.00,102.48
6810,1254,165,5.00,29.37
6811,1254,193,4.00,44.06
6812,1255,54,1.00,80.27
6813,1255,117,7.00,170.41
6814,1255,136,4.00,17.95
6815,1255,129,3.00,59.27
6816,1255,23,10.00,144.07
6817,1255,66,9.00,88.37
6818,1255,46,7.00,170.17
6819,1255,66,9.00,88.37
6820,1256,1,7.00,59.67
6821,1256,17,6.00,35.86
6822,1256,110,1.00,76.77
6823,1256,134,2.00,73.35
6824,1256,160,5.00,144.77
6825,1256,21,1.00,153.55
6826,1256,151,8.00,66.54
6827,1256,78,8.00,113.51
6828,1257,97,6.00,41.83
6829,1257,90,5.00,45.99
6830,1257,31,3.00,95.56
6831,1258,112,7.00,17.72
6832,1258,95,5.00,146.31
6833,1258,6,7.00,158.61
6834,1258,56,4.00,44.83
6835,1258,198,9.00,18.04
6836,1258,57,9.00,17.10
6837,1258,105,10.00,115.16
6838,1258,64,7.00,46.97
6839,1259,173,4.00,51.09
6840,1259,27,7.00,52.77
6841,1259,160,1.00,144.77
6842,1259,183,4.00,88.05
6843,1259,42,9.00,132.84
6844,1259,146,1.00,110.74
6845,1259,184,6.00,83.48
6846,1259,176,9.00,99.69
6847,1259,77,6.00,121.19
6848,1259,84,6.00,135.68
6849,1260,124,1.00,92.50
6850,1260,114,6.00,175.85
6851,1260,33,2.00,49.20
6852,1260,4,8.00,166.69
6853,1260,182,2.00,73.62
6854,1260,9,8.00,78.00
6855,1260,139,2.00,33.06
6856,1261,28,10.00,118.54
6857,1261,86,3.00,103.76
6858,1261,170,6.00,111.55
6859,1261,58,8.00,170.49
6860,1261,163,9.00,59.03
6861,1261,179,9.00,67.33
6862,1262,116,6.00,114.40
6863,1262,3,5.00,95.53
6864,1263,192,7.00,56.35
6865,1264,143,5.00,19.36
6866,1264,45,7.00,104.12
6867,1264,166,1.00,145.42
6868,1264,134,3.00,73.35
6869,1264,48,5.00,69.95
6870,1264,102,3.00,143.32
6871,1264,108,1.00,128.36
6872,1265,21,2.00,153.55
6873,1265,87,8.00,70.27
6874,1265,65,5.00,36.90
6875,1265,55,1.00,104.34
6876,1265,49,2.00,18.46
6877,1265,41,5.00,75.31
6878,1265,121,7.00,80.40
6879,1265,129,2.00,59.27
6880,1266,83,9.00,102.48
6881,1267,125,2.00,108.94
6882,1267,18,9.00,109.86
6883,1267,20,9.00,129.88
6884,1267,16,8.00,108.18
6885,1267,118,7.00,88.30
6886,1267,92,4.00,95.54
6887,1267,75,9.00,70.30
6888,1268,145,4.00,156.94
6889,1268,142,5.00,82.31
6890,1268,182,4.00,73.62
6891,1268,175,4.00,39.77
6892,1268,74,7.00,155.78
6893,1269,21,4.00,153.55
6894,1270,107,3.00,140.95
6895,1270,106,10.00,17.25
6896,1271,174,5.00,59.66
6897,1271,170,8.00,111.55
6898,1271,57,2.00,17.10
6899,1271,155,5.00,120.94
6900,1271,17,10.00,35.86
6901,1271,130,4.00,82.53
6902,1271,113,10.00,81.42
6903,1271,177,7.00,59.94
6904,1271,131,3.00,141.91
6905,1271,89,4.00,149.08
6906,1272,49,8.00,18.46
6907,1272,8,10.00,76.10
6908,1273,79,7.00,82.45
6909,1273,4,2.00,166.69
6910,1273,161,6.00,91.68
6911,1273,20,10.00,129.88
6912,1273,132,4.00,70.90
6913,1274,182,1.00,73.62
6914,1274,140,3.00,160.58
6915,1275,12,10.00,164.13
6916,1276,80,5.00,71.15
6917,1276,195,6.00,32.07
6918,1276,177,8.00,59.94
6919,1276,11,1.00,132.19
6920,1276,2,10.00,100.64
6921,1276,141,7.00,36.25
6922,1277,193,3.00,44.06
6923,1277,84,3.00,135.68
6924,1277,44,3.00,146.83
6925,1277,78,4.00,113.51
6926,1277,83,2.00,102.48
6927,1277,77,6.00,121.19
6928,1278,169,2.00,143.39
6929,1278,53,9.00,39.61
