id_pagamento,id_pedido,valor,metodo_pagamento,data_pagamento,status_pagamento
884,884,269.32,Cartão de Crédito,2025-01-17 06:43:37,Aprovado
885,885,589.03,PIX,2024-01-27 10:27:56,Aprovado
886,886,5478.67,Dinheiro,2024-04-22 19:15:21,Aprovado
887,887,1645.26,PIX,2024-05-18 02:37:29,Aprovado
888,888,3872.18,Dinheiro,2024-02-04 04:24:54,Aprovado
889,889,905.76,PIX,2024-08-26 13:47:56,Aprovado
890,890,5735.27,Dinheiro,2024-10-04 11:31:45,Aprovado
891,891,2773.21,Cartão de Débito,2025-05-26 21:05:46,Aprovado
892,892,2180.47,Cartão de Débito,2024-01-07 17:05:56,Aprovado
893,893,2575.20,Cartão de Débito,2024-08-08 15:45:38,Aprovado
894,894,3586.81,Dinheiro,2025-01-08 04:11:58,Aprovado
895,895,4648.79,PIX,2024-08-04 14:05:33,Aprovado
896,896,540.54,Cartão de Débito,2024-02-18 01:19:18,Aprovado
897,897,2579.68,Boleto,2025-01-28 22:22:26,Aprovado
898,898,4307.30,Dinheiro,2024-03-01 08:05:19,Aprovado
899,899,2147.05,PIX,2025-03-02 18:16:37,Aprovado
900,900,3482.32,PIX,2024-01-24 22:58:52,Aprovado
901,901,1554.00,Cartão de Crédito,2024-03-22 03:57:56,Aprovado
902,902,421.10,PIX,2024-01-14 20:38:46,Aprovado
903,903,2649.92,Cartão de Débito,2025-04-25 17:11:22,Pendente
904,904,2411.42,Dinheiro,2024-09-07 04:13:56,Aprovado
905,905,4869.52,Cartão de Débito,2024-07-14 10:10:33,Recusado
906,906,4903.15,PIX,2024-01-16 12:08:25,Aprovado
907,907,971.48,Boleto,2024-10-25 21:57:06,Aprovado
908,908,5899.64,Boleto,2025-04-15 21:51:16,Aprovado
909,909,4493.50,Cartão de Débito,2025-05-25 10:58:08,Recusado
910,910,3681.99,Dinheiro,2024-03-04 06:52:01,Aprovado
911,911,2480.56,PIX,2024-01-22 14:56:03,Aprovado
912,912,5364.64,Dinheiro,2024-10-25 02:11:55,Aprovado
913,913,2980.15,Boleto,2024-12-11 17:50:25,Aprovado
914,914,3054.00,Dinheiro,2024-02-07 14:32:13,Aprovado
915,915,4573.66,PIX,2024-12-15 16:26:54,Aprovado
916,916,4621.37,Dinheiro,2024-04-21 12:26:59,Aprovado
917,917,380.03,Dinheiro,2024-08-19 19:46:07,Recusado
918,918,2719.97,Dinheiro,2024-10-24 23:20:34,Aprovado
919,919,2163.62,Cartão de Crédito,2024-09-01 19:49:42,Aprovado
920,920,3803.32,Dinheiro,2024-05-27 03:26:09,Aprovado
921,921,5455.52,PIX,2024-06-14 16:47:01,Aprovado
922,922,820.83,Dinheiro,2024-06-17 16:43:12,Aprovado
923,923,3258.59,Dinheiro,2025-05-17 16:35:10,Pendente
924,924,3604.24,Cartão de Débito,2024-03-15 21:16:34,Aprovado
925,925,4413.03,Boleto,2024-06-07 14:48:47,Recusado
926,926,1691.46,Cartão de Débito,2025-05-10 10:46:39,Aprovado
927,927,2416.60,PIX,2024-12-10 02:28:03,Aprovado
928,928,2750.10,PIX,2024-06-02 14:18:44,Aprovado
929,929,2643.18,Dinheiro,2024-03-04 06:31:44,Aprovado
930,930,3039.84,Cartão de Crédito,2024-05-02 09:56:21,Recusado
931,931,1139.22,Dinheiro,2024-12-07 12:10:36,Aprovado
932,932,1539.27,Boleto,2025-01-08 18:12:45,Aprovado
933,933,1923.61,PIX,2024-02-09 16:07:55,Aprovado
934,934,3386.67,Boleto,2024-07-28 18:11:04,Aprovado
935,935,2651.08,Boleto,2024-02-14 21:05:05,Aprovado
936,936,3493.65,Cartão de Débito,2024-08-25 08:38:13,Aprovado
937,937,2437.99,PIX,2024-12-11 03:28:32,Pendente
938,938,1175.02,PIX,2024-01-27 10:38:08,Aprovado
939,939,3374.02,Cartão de Débito,2024-10-29 15:51:23,Aprovado
940,940,4482.43,PIX,2024-11-10 03:11:28,Aprovado
941,941,3453.16,Cartão de Débito,2024-12-11 00:00:28,Aprovado
942,942,1566.40,Boleto,2024-06-25 09:35:36,Aprovado
943,943,2221.73,Cartão de Crédito,2024-03-02 14:54:53,Aprovado
944,944,2015.50,PIX,2024-05-26 11:33:48,Aprovado
945,945,2515.83,PIX,2024-12-25 04:31:26,Aprovado
946,946,3705.79,Boleto,2024-10-20 08:14:09,Aprovado
947,947,4098.80,Cartão de Débito,2024-06-13 22:24:01,Aprovado
948,948,3578.65,Boleto,2024-09-02 23:18:06,Aprovado
949,949,937.08,Boleto,2025-01-23 19:54:59,Aprovado
950,950,1992.30,Cartão de Débito,2024-11-06 11:47:38,Aprovado
951,951,3952.25,Boleto,2025-02-19 20:51:45,Aprovado
952,952,118.83,Cartão de Crédito,2024-05-28 12:55:05,Aprovado
953,953,201.99,PIX,2024-03-14 13:04:02,Aprovado
954,954,3664.01,PIX,2025-03-04 00:41:26,Recusado
955,955,2040.50,Cartão de Crédito,2024-10-04 12:13:52,Aprovado
956,956,6750.47,Dinheiro,2024-03-18 16:49:49,Aprovado
957,957,3316.97,PIX,2024-04-17 00:37:17,Aprovado
958,958,1574.10,Boleto,2024-04-08 04:20:33,Aprovado
959,959,4249.19,Dinheiro,2024-03-02 14:56:49,Aprovado
960,960,6128.00,Cartão de Crédito,2024-01-02 06:31:11,Aprovado
961,961,6562.77,PIX,2024-04-23 04:13:59,Pendente
962,962,1162.20,PIX,2024-12-05 21:09:41,Aprovado
963,963,4452.58,PIX,2025-04-02 03:57:09,Aprovado
964,964,4592.37,PIX,2024-03-03 08:21:17,Aprovado
965,965,5686.39,PIX,2025-01-03 14:33:31,Aprovado
966,966,2770.09,Boleto,2024-04-21 12:16:04,Aprovado
967,967,1085.62,Dinheiro,2025-01-06 00:26:41,Aprovado
968,968,5289.12,Cartão de Débito,2024-06-11 22:51:52,Aprovado
969,969,6207.79,Boleto,2024-01-03 14:59:36,Aprovado
970,970,3052.79,PIX,2024-03-26 12:41:18,Aprovado
971,971,720.35,PIX,2024-01-22 04:14:43,Aprovado
972,972,3643.11,Boleto,2025-04-05 03:54:53,Pendente
973,973,2603.02,Boleto,2024-12-01 13:05:53,Pendente
974,974,4015.82,Cartão de Débito,2025-05-25 20:33:01,Aprovado
975,975,3626.63,Cartão de Débito,2024-05-25 22:03:53,Aprovado
976,976,3763.71,Boleto,2024-10-27 10:10:18,Aprovado
977,977,6032.97,PIX,2024-04-09 11:52:34,Aprovado
978,978,3920.45,Cartão de Crédito,2024-04-01 12:30:26,Aprovado
979,979,2425.35,Cartão de Crédito,2024-05-20 10:42:15,Aprovado
980,980,2432.44,Boleto,2025-01-07 19:20:55,Aprovado
981,981,3064.06,Cartão de Crédito,2024-08-28 17:49:35,Aprovado
982,982,1882.66,Cartão de Crédito,2024-08-23 19:24:25,Aprovado
983,983,1469.17,Cartão de Débito,2024-01-10 21:24:46,Recusado
984,984,1296.98,Dinheiro,2024-05-22 20:48:28,Aprovado
985,985,1062.92,Dinheiro,2024-05-16 17:58:30,Aprovado
986,986,1374.26,Dinheiro,2024-11-12 15:37:13,Aprovado
987,987,4938.92,Dinheiro,2025-03-19 07:50:02,Aprovado
988,988,1871.14,Boleto,2024-03-30 19:04:30,Aprovado
989,989,906.72,Boleto,2024-03-05 09:08:16,Aprovado
990,990,120.44,Cartão de Débito,2024-10-05 15:00:04,Aprovado
991,991,2483.75,PIX,2025-04-29 19:37:23,Aprovado
992,992,1737.65,Cartão de Crédito,2024-10-21 01:10:05,Aprovado
993,993,1242.48,PIX,2024-11-04 17:26:23,Recusado
994,994,2758.52,Cartão de Crédito,2025-05-02 15:27:35,Recusado
995,995,848.33,PIX,2025-05-29 10:06:44,Aprovado
996,996,437.86,Cartão de Crédito,2024-07-31 06:02:18,Aprovado
997,997,131.78,Cartão de Débito,2024-05-21 19:22:23,Aprovado
998,998,3053.72,PIX,2024-07-29 21:12:37,Pendente
999,999,706.40,Boleto,2025-03-31 01:13:18,Aprovado
1000,1000,3214.32,Dinheiro,2024-04-13 06:20:35,Aprovado
1001,1001,1693.02,PIX,2024-07-27 05:42:50,Aprovado
1002,1002,6228.79,Dinheiro,2024-09-01 01:27:45,Aprovado
1003,1003,2093.73,Dinheiro,2024-07-30 03:51:39,Aprovado
1004,1004,1599.80,PIX,2025-04-05 23:46:17,Pendente
1005,1005,1597.60,Cartão de Débito,2024-11-13 21:38:35,Aprovado
1006,1006,3402.45,Dinheiro,2024-01-19 09:47:12,Aprovado
1007,1007,4456.03,Dinheiro,2024-10-05 14:22:56,Aprovado
1008,1008,1299.22,Cartão de Crédito,2024-12-17 19:36:25,Aprovado
1009,1009,1819.28,Cartão de Débito,2025-01-20 10:04:16,Aprovado
1010,1010,5443.65,Dinheiro,2024-08-01 22:40:26,Aprovado
1011,1011,4812.94,Cartão de Crédito,2024-11-28 22:25:17,Recusado
1012,1012,5284.39,PIX,2024-02-24 08:14:05,Aprovado
1013,1013,5340.54,Cartão de Débito,2025-05-25 13:05:39,Aprovado
1014,1014,4829.19,Cartão de Crédito,2024-01-30 15:10:14,Aprovado
1015,1015,1105.73,Cartão de Débito,2024-01-20 02:06:40,Aprovado
1016,1016,2451.28,Boleto,2025-05-08 03:46:45,Aprovado
1017,1017,3457.30,Cartão de Crédito,2025-04-30 00:26:03,Aprovado
1018,1018,1059.66,Cartão de Débito,2024-07-26 09:03:27,Aprovado
1019,1019,264.36,Boleto,2024-09-09 01:45:02,Aprovado
1020,1020,596.17,Dinheiro,2025-03-31 09:29:24,Aprovado
1021,1021,1342.86,Cartão de Débito,2024-10-20 18:01:17,Aprovado
1022,1022,3690.76,PIX,2024-06-13 00:48:36,Aprovado
1023,1023,2017.04,PIX,2024-08-24 15:44:52,Pendente
1024,1024,6201.17,Cartão de Débito,2024-08-11 17:44:25,Aprovado
1025,1025,4167.77,Cartão de Débito,2025-04-03 01:30:20,Aprovado
1026,1026,3460.71,Cartão de Crédito,2025-03-13 11:47:46,Aprovado
1027,1027,1325.40,Cartão de Débito,2025-01-04 22:41:07,Aprovado
1028,1028,2437.93,PIX,2024-07-11 22:06:24,Aprovado
1029,1029,1000.72,Dinheiro,2024-03-04 09:39:20,Recusado
1030,1030,2579.01,Cartão de Crédito,2024-10-25 18:31:01,Aprovado
1031,1031,4837.12,PIX,2024-11-06 20:28:42,Recusado
1032,1032,1398.60,PIX,2024-04-09 07:12:13,Aprovado
1033,1033,3455.14,Boleto,2024-12-30 22:20:57,Aprovado
1034,1034,4285.65,Dinheiro,2024-01-18 11:42:34,Aprovado
1035,1035,4989.86,PIX,2024-06-02 00:09:47,Aprovado
1036,1036,6469.42,Boleto,2025-01-16 12:45:20,Aprovado
1037,1037,4457.62,Cartão de Débito,2025-05-16 20:46:30,Aprovado
1038,1038,3233.31,Cartão de Débito,2024-03-31 06:36:13,Recusado
1039,1039,2551.05,PIX,2024-09-08 12:09:28,Pendente
1040,1040,3473.43,Cartão de Débito,2024-03-24 22:10:28,Aprovado
1041,1041,2848.18,Cartão de Crédito,2024-05-04 06:03:24,Aprovado
1042,1042,2265.90,Boleto,2025-02-05 23:27:25,Aprovado
1043,1043,5139.83,Boleto,2024-03-09 17:04:23,Aprovado
1044,1044,6079.87,Boleto,2025-03-27 18:07:30,Aprovado
1045,1045,6451.38,Boleto,2024-09-13 23:53:28,Aprovado
1046,1046,2444.34,Boleto,2025-02-06 13:50:19,Aprovado
1047,1047,479.28,Boleto,2024-07-11 23:50:40,Aprovado
1048,1048,3544.10,Boleto,2025-03-07 16:39:14,Pendente
1049,1049,5787.33,Dinheiro,2024-11-12 10:41:19,Recusado
1050,1050,894.40,Cartão de Crédito,2024-05-19 19:02:15,Aprovado
1051,1051,2516.23,Cartão de Débito,2024-12-23 01:35:43,Aprovado
1052,1052,3345.52,Cartão de Débito,2024-02-20 14:54:53,Aprovado
1053,1053,680.95,Cartão de Crédito,2024-01-02 14:33:16,Aprovado
1054,1054,2430.29,Boleto,2024-01-07 09:50:13,Aprovado
1055,1055,3553.82,PIX,2024-03-09 19:55:09,Aprovado
1056,1056,1276.01,Boleto,2024-05-09 00:18:46,Pendente
1057,1057,866.72,Cartão de Débito,2024-02-04 07:53:33,Aprovado
1058,1058,1860.70,Cartão de Crédito,2024-09-17 13:30:27,Aprovado
1059,1059,3967.29,Dinheiro,2024-12-08 02:59:05,Aprovado
1060,1060,6364.78,Cartão de Crédito,2024-01-03 02:10:45,Aprovado
1061,1061,2928.87,Dinheiro,2025-03-22 13:43:23,Aprovado
1062,1062,1640.74,PIX,2025-03-19 23:00:49,Aprovado
1063,1063,2202.14,Boleto,2024-06-06 21:59:46,Aprovado
1064,1064,1176.36,PIX,2024-12-16 22:16:28,Aprovado
1065,1065,1823.06,Cartão de Débito,2024-03-18 10:02:17,Recusado
1066,1066,2042.32,PIX,2025-04-09 11:51:19,Pendente
1067,1067,1400.78,Cartão de Débito,2024-07-13 15:14:48,Aprovado
1068,1068,571.95,PIX,2024-03-06 16:17:53,Aprovado
1069,1069,1731.14,Cartão de Débito,2025-04-22 19:11:55,Aprovado
1070,1070,3166.00,Cartão de Crédito,2024-01-26 22:25:52,Aprovado
1071,1071,3072.13,Boleto,2025-01-09 16:15:40,Aprovado
1072,1072,5616.26,Dinheiro,2024-06-16 16:55:08,Aprovado
1073,1073,1582.86,Dinheiro,2025-02-05 17:53:14,Aprovado
1074,1074,1668.27,PIX,2025-05-09 20:12:55,Pendente
1075,1075,1802.44,Boleto,2025-05-24 00:27:48,Aprovado
1076,1076,2866.85,Cartão de Débito,2025-03-30 19:00:08,Aprovado
1077,1077,3110.96,Cartão de Débito,2025-03-03 13:36:50,Aprovado
1078,1078,4404.55,Cartão de Débito,2024-06-20 11:43:53,Aprovado
1079,1079,1789.50,Cartão de Débito,2024-11-11 22:41:22,Pendente
1080,1080,2894.83,Dinheiro,2024-11-18 05:05:58,Recusado
1081,1081,2595.74,Boleto,2025-02-11 22:44:22,Aprovado
1082,1082,1825.46,Cartão de Débito,2024-09-29 04:04:41,Aprovado
1083,1083,83.11,Dinheiro,2024-09-06 15:24:15,Aprovado
1084,1084,1709.78,Cartão de Débito,2024-11-30 16:48:19,Aprovado
1085,1085,2484.31,PIX,2024-04-29 00:12:29,Aprovado
1086,1086,4344.53,Dinheiro,2024-07-05 22:56:00,Aprovado
1087,1087,2007.33,PIX,2025-04-13 03:04:23,Aprovado
1088,1088,519.52,Boleto,2024-01-15 07:19:08,Aprovado
1089,1089,1957.83,Boleto,2024-11-09 15:54:40,Aprovado
1090,1090,3458.71,Cartão de Débito,2024-05-31 13:50:48,Aprovado
1091,1091,881.95,Cartão de Débito,2024-10-06 18:28:45,Aprovado
1092,1092,581.45,PIX,2025-03-20 11:14:39,Aprovado
1093,1093,5869.25,PIX,2024-07-17 03:14:12,Aprovado
1094,1094,4579.72,Cartão de Débito,2024-06-26 15:00:50,Aprovado
1095,1095,3655.02,Cartão de Crédito,2024-08-07 02:27:23,Pendente
1096,1096,4605.31,Dinheiro,2025-05-03 07:41:01,Aprovado
1097,1097,1213.20,Cartão de Crédito,2024-06-20 04:17:27,Recusado
1098,1098,6137.14,Cartão de Débito,2025-02-14 14:02:18,Aprovado
1099,1099,4823.14,Cartão de Débito,2024-05-22 22:46:07,Aprovado
1100,1100,3471.07,Cartão de Débito,2024-06-16 08:40:24,Recusado
1101,1101,5069.15,Cartão de Crédito,2024-09-23 21:06:46,Aprovado
1102,1102,6819.02,Cartão de Débito,2024-03-13 10:36:21,Aprovado
1103,1103,4622.29,Cartão de Crédito,2024-12-16 11:51:48,Aprovado
1104,1104,4327.09,Boleto,2025-01-22 13:58:15,Recusado
1105,1105,4238.95,Cartão de Débito,2024-11-15 06:57:03,Aprovado
1106,1106,2276.77,Cartão de Crédito,2024-02-16 20:39:32,Aprovado
1107,1107,3460.45,Cartão de Débito,2024-11-21 00:49:22,Aprovado
1108,1108,5484.46,Cartão de Débito,2024-12-29 12:38:55,Aprovado
1109,1109,2611.08,Cartão de Débito,2024-09-09 08:00:27,Aprovado
1110,1110,6120.17,Boleto,2024-08-27 11:05:39,Aprovado
1111,1111,4334.41,Boleto,2024-02-16 13:54:19,Aprovado
1112,1112,2159.97,Boleto,2025-05-23 22:36:19,Aprovado
1113,1113,1307.56,Cartão de Débito,2024-04-07 16:18:54,Aprovado
1114,1114,4377.05,Cartão de Débito,2024-06-16 12:17:55,Aprovado
1115,1115,973.06,Dinheiro,2024-02-06 17:24:59,Aprovado
1116,1116,2741.52,PIX,2024-02-07 23:53:48,Aprovado
1117,1117,778.96,Boleto,2024-01-04 00:24:19,Aprovado
1118,1118,3549.76,Boleto,2024-05-27 06:53:48,Aprovado
1119,1119,699.92,Dinheiro,2025-05-20 01:31:29,Aprovado
1120,1120,4072.70,Dinheiro,2024-09-30 11:22:47,Recusado
1121,1121,2640.20,Boleto,2025-03-18 23:42:16,Aprovado
1122,1122,3389.90,Cartão de Crédito,2024-07-07 10:04:57,Aprovado
1123,1123,918.86,PIX,2024-01-20 02:54:40,Aprovado
1124,1124,4249.35,Cartão de Débito,2024-08-26 00:19:31,Aprovado
1125,1125,449.60,Cartão de Débito,2024-04-11 20:19:11,Aprovado
1126,1126,2846.48,Cartão de Crédito,2025-02-10 08:01:42,Recusado
1127,1127,1138.24,Dinheiro,2024-12-01 19:00:04,Aprovado
1128,1128,3176.40,PIX,2025-02-19 17:30:11,Recusado
1129,1129,1935.45,Dinheiro,2025-01-05 12:36:11,Aprovado
1130,1130,6460.45,PIX,2024-05-13 19:19:42,Aprovado
1131,1131,1027.20,Boleto,2024-10-10 15:48:10,Aprovado
1132,1132,141.20,Cartão de Débito,2024-05-21 22:08:30,Aprovado
1133,1133,1405.56,PIX,2025-02-25 11:10:43,Aprovado
1134,1134,2076.57,Cartão de Crédito,2024-07-11 05:44:22,Aprovado
1135,1135,3428.29,Dinheiro,2024-01-15 02:19:28,Aprovado
1136,1136,1875.44,Dinheiro,2024-06-03 05:04:19,Aprovado
1137,1137,2584.27,Boleto,2024-12-04 00:47:06,Aprovado
1138,1138,2570.77,PIX,2025-04-10 09:18:57,Aprovado
1139,1139,1452.43,Cartão de Débito,2024-12-14 20:50:35,Aprovado
1140,1140,798.99,Dinheiro,2024-02-22 22:32:15,Aprovado
1141,1141,5585.52,PIX,2025-05-14 04:47:58,Aprovado
1142,1142,2900.35,Dinheiro,2025-01-30 21:07:07,Recusado
1143,1143,1992.70,Cartão de Débito,2025-02-08 05:00:03,Aprovado
1144,1144,2577.56,PIX,2024-06-13 16:29:07,Aprovado
1145,1145,4614.36,Cartão de Crédito,2024-12-25 12:51:27,Aprovado
1146,1146,1712.48,PIX,2024-08-30 21:35:07,Aprovado
1147,1147,3739.76,Cartão de Crédito,2025-05-01 21:33:36,Aprovado
1148,1148,2478.90,PIX,2024-03-24 10:02:10,Aprovado
1149,1149,4981.38,Cartão de Crédito,2025-05-23 16:25:29,Aprovado
1150,1150,3212.73,Cartão de Débito,2025-03-04 10:52:25,Pendente
1151,1151,2894.90,Cartão de Crédito,2024-05-26 07:51:25,Aprovado
1152,1152,6639.11,Cartão de Débito,2024-09-20 22:15:43,Aprovado
1153,1153,4256.51,Cartão de Crédito,2024-06-21 03:20:08,Recusado
1154,1154,1499.78,Cartão de Débito,2024-02-22 12:05:00,Aprovado
1155,1155,417.40,Cartão de Crédito,2024-02-08 15:51:47,Aprovado
1156,1156,3319.44,Dinheiro,2024-04-24 03:36:55,Aprovado
1157,1157,1827.24,Cartão de Débito,2025-03-11 02:33:16,Recusado
1158,1158,2517.39,Boleto,2025-02-08 11:06:04,Aprovado
1159,1159,2131.06,Cartão de Crédito,2024-06-14 07:29:02,Aprovado
1160,1160,3866.16,Cartão de Crédito,2024-06-01 00:27:59,Aprovado
1161,1161,2134.50,PIX,2024-11-03 22:44:47,Aprovado
1162,1162,283.40,Dinheiro,2025-04-22 14:29:52,Aprovado
1163,1163,3247.87,Dinheiro,2024-02-26 21:37:56,Aprovado
1164,1164,1560.94,Cartão de Débito,2024-04-29 09:29:31,Aprovado
1165,1165,3694.67,Cartão de Crédito,2024-03-19 11:17:09,Aprovado
1166,1166,220.56,Cartão de Débito,2024-10-26 12:38:37,Aprovado
1167,1167,4899.97,PIX,2024-03-31 09:23:41,Aprovado
1168,1168,4687.17,Cartão de Crédito,2025-01-02 19:48:13,Aprovado
1169,1169,4035.31,Cartão de Crédito,2024-02-15 12:58:44,Aprovado
1170,1170,1108.53,Cartão de Débito,2024-07-09 13:17:43,Aprovado
1171,1171,3620.18,PIX,2024-10-12 12:50:03,Aprovado
1172,1172,881.68,PIX,2024-07-08 20:43:28,Aprovado
1173,1173,5029.19,Cartão de Débito,2024-04-23 19:56:57,Aprovado
1174,1174,7182.68,PIX,2024-10-26 19:32:13,Recusado
1175,1175,4868.76,Boleto,2024-09-07 09:59:03,Aprovado
1176,1176,1592.72,PIX,2024-03-05 12:45:26,Aprovado
1177,1177,140.40,Dinheiro,2025-03-11 13:49:55,Aprovado
1178,1178,1239.21,Boleto,2024-07-10 16:14:34,Aprovado
1179,1179,2895.61,Boleto,2024-11-04 18:08:57,Aprovado
1180,1180,2521.08,Cartão de Crédito,2025-02-09 19:37:10,Aprovado
1181,1181,1356.21,Boleto,2025-03-25 00:05:36,Aprovado
1182,1182,1884.68,PIX,2024-06-23 13:59:01,Aprovado
1183,1183,5499.32,Cartão de Crédito,2024-12-30 03:11:13,Aprovado
1184,1184,5884.96,PIX,2024-03-04 07:40:44,Aprovado
1185,1185,5126.45,Boleto,2024-08-30 07:06:17,Aprovado
1186,1186,1669.20,Boleto,2024-06-21 04:52:17,Aprovado
1187,1187,2996.92,Cartão de Crédito,2025-02-09 17:36:45,Aprovado
1188,1188,4542.25,Cartão de Débito,2024-04-11 14:23:43,Recusado
1189,1189,4407.61,Dinheiro,2025-02-12 12:33:12,Aprovado
1190,1190,2922.19,Cartão de Débito,2024-01-11 17:31:53,Recusado
1191,1191,1359.71,PIX,2024-11-05 12:49:43,Aprovado
1192,1192,3931.10,PIX,2024-12-07 02:40:50,Aprovado
1193,1193,4843.11,PIX,2025-02-02 15:12:01,Aprovado
1194,1194,486.96,Cartão de Crédito,2024-05-01 05:50:14,Aprovado
1195,1195,1955.12,Cartão de Crédito,2024-12-02 04:05:01,Aprovado
1196,1196,4479.18,PIX,2025-03-04 15:39:02,Aprovado
1197,1197,2713.95,PIX,2024-11-23 11:16:16,Aprovado
1198,1198,3411.69,Cartão de Débito,2025-02-28 03:41:50,Aprovado
1199,1199,434.66,Dinheiro,2024-03-16 17:59:05,Aprovado
1200,1200,1619.26,Cartão de Crédito,2024-10-14 04:22:41,Recusado
1201,1201,5804.90,Cartão de Débito,2025-01-23 05:08:14,Aprovado
1202,1202,3961.24,Cartão de Crédito,2024-08-14 21:52:05,Recusado
1203,1203,1903.09,PIX,2024-06-24 16:16:14,Aprovado
1204,1204,2960.21,Boleto,2024-06-25 01:21:00,Aprovado
1205,1205,4688.49,PIX,2024-09-27 01:27:02,Aprovado
1206,1206,2152.37,PIX,2024-04-13 14:04:25,Aprovado
1207,1207,1365.12,Dinheiro,2024-10-12 07:45:24,Aprovado
1208,1208,1213.53,Dinheiro,2024-07-30 18:50:50,Aprovado
1209,1209,5028.75,PIX,2024-10-01 10:49:50,Aprovado
1210,1210,2936.91,Dinheiro,2024-09-22 13:47:19,Aprovado
1211,1211,2609.62,Cartão de Crédito,2024-02-06 21:46:17,Aprovado
1212,1212,3445.42,Dinheiro,2024-08-01 05:33:02,Aprovado
1213,1213,590.30,Boleto,2025-02-26 21:53:08,Recusado
1214,1214,1339.08,Boleto,2024-08-07 06:03:32,Aprovado
1215,1215,606.10,PIX,2024-02-23 14:48:05,Aprovado
1216,1216,3247.50,Dinheiro,2025-04-21 04:37:13,Aprovado
1217,1217,4095.99,Dinheiro,2024-09-21 19:09:23,Aprovado
1218,1218,2744.10,Dinheiro,2025-03-03 14:16:15,Aprovado
1219,1219,2165.77,Cartão de Crédito,2025-02-10 07:05:07,Aprovado
1220,1220,2961.88,Cartão de Crédito,2025-02-13 13:47:56,Aprovado
1221,1221,3946.09,Boleto,2024-09-07 08:35:17,Recusado
1222,1222,3244.84,PIX,2024-12-16 07:23:07,Recusado
1223,1223,596.40,Dinheiro,2024-01-06 09:09:35,Aprovado
1224,1224,2156.68,PIX,2025-01-29 11:23:58,Aprovado
1225,1225,1448.36,Boleto,2024-08-27 08:03:22,Pendente
1226,1226,199.38,Dinheiro,2024-03-29 05:13:15,Recusado
1227,1227,5318.41,Boleto,2025-04-11 23:11:24,Aprovado
1228,1228,2926.94,Cartão de Crédito,2024-02-07 18:27:45,Aprovado
1229,1229,4061.45,Boleto,2024-04-12 15:46:55,Aprovado
1230,1230,2122.58,PIX,2024-06-29 03:17:06,Aprovado
1231,1231,432.54,PIX,2024-12-29 15:34:06,Aprovado
1232,1232,1428.57,Cartão de Crédito,2025-02-21 23:23:01,Recusado
1233,1233,2838.61,PIX,2025-02-26 02:46:25,Aprovado
1234,1234,2558.82,Boleto,2024-09-15 16:58:54,Aprovado
1235,1235,268.59,Boleto,2025-03-30 21:08:48,Aprovado
1236,1236,4184.26,Boleto,2025-03-24 16:51:55,Pendente
1237,1237,340.34,Cartão de Débito,2024-05-15 03:57:44,Aprovado
1238,1238,2624.40,Boleto,2024-07-16 03:02:09,Aprovado
1239,1239,4101.97,Dinheiro,2024-10-18 06:46:12,Recusado
1240,1240,1072.86,Boleto,2025-03-07 22:35:06,Aprovado
1241,1241,150.56,Dinheiro,2024-06-12 12:34:57,Aprovado
1242,1242,3841.77,PIX,2024-07-18 09:46:08,Aprovado
1243,1243,2100.68,PIX,2024-08-23 22:00:54,Aprovado
1244,1244,1137.51,Boleto,2025-01-06 02:07:47,Aprovado
1245,1245,3601.26,Cartão de Débito,2024-06-12 14:10:32,Aprovado
1246,1246,868.27,Cartão de Débito,2024-07-31 22:10:30,Aprovado
1247,1247,3486.08,Dinheiro,2024-07-17 18:30:30,Aprovado
1248,1248,2139.00,Dinheiro,2024-09-07 21:56:28,Aprovado
1249,1249,290.11,Cartão de Débito,2024-02-15 14:22:10,Aprovado
1250,1250,4182.21,Dinheiro,2024-04-26 11:43:53,Pendente
1251,1251,1272.20,PIX,2024-04-02 13:05:42,Aprovado
1252,1252,694.23,PIX,2025-03-20 12:18:39,Aprovado
1253,1253,3454.47,Cartão de Crédito,2025-01-21 17:01:53,Aprovado
1254,1254,6132.85,Cartão de Débito,2024-10-10 14:27:26,Aprovado
1255,1255,5745.30,Cartão de Débito,2024-03-25 20:29:28,Aprovado
1256,1256,3174.12,Boleto,2025-05-27 00:07:23,Aprovado
1257,1257,767.61,PIX,2024-11-23 05:34:47,Aprovado
1258,1258,3941.83,Dinheiro,2024-12-13 09:17:51,Aprovado
1259,1259,5316.33,Dinheiro,2024-01-14 12:43:45,Aprovado
1260,1260,3416.88,PIX,2024-05-06 10:35:32,Aprovado
1261,1261,4667.14,Boleto,2024-10-23 09:51:22,Aprovado
1262,1262,1164.05,Dinheiro,2025-05-26 01:17:09,Recusado
1263,1263,394.45,PIX,2025-01-14 15:48:58,Aprovado
1264,1264,2099.18,Cartão de Crédito,2024-05-13 21:00:34,Aprovado
1265,1265,2252.91,PIX,2024-05-22 10:30:53,Aprovado
1266,1266,922.32,Boleto,2024-06-07 05:58:45,Recusado
1267,1267,4873.94,PIX,2024-04-08 07:48:05,Recusado
1268,1268,2583.33,Dinheiro,2024-03-01 17:12:04,Aprovado
1269,1269,614.20,Dinheiro,2024-07-20 10:25:10,Aprovado
1270,1270,595.35,Cartão de Débito,2025-01-12 08:05:21,Aprovado
1271,1271,4774.15,Boleto,2024-11-16 21:16:14,Aprovado
1272,1272,908.68,Boleto,2024-04-02 09:15:51,Aprovado
