id_pedido,id_cliente,id_funcionario,id_endereco_entrega,data_pedido,valor_total,status_pedido
958,68,5,68,2024-04-08 03:54:18,1574.10,Entregue
959,148,4,148,2024-03-02 14:42:53,4249.19,Entregue
960,92,2,92,2024-01-02 06:20:39,6128.00,Entregue
961,68,4,68,2024-04-23 03:51:13,6562.77,Aguardando Pagamento
962,44,2,44,2024-12-05 20:43:43,1162.20,Entregue
963,85,3,85,2025-04-02 03:27:49,4452.58,Entregue
964,24,2,24,2024-03-03 07:45:51,4592.37,Entregue
965,32,2,32,2025-01-03 14:22:32,5686.39,Entregue
966,41,5,41,2024-04-21 11:59:43,2770.09,Entregue
967,67,3,67,2025-01-05 23:38:38,1085.62,Entregue
968,50,2,50,2024-06-11 22:11:44,5289.12,Entregue
969,83,4,83,2024-01-03 14:10:32,6207.79,Entregue
970,126,4,126,2024-03-26 11:48:16,3052.79,Entregue
971,112,1,112,2024-01-22 03:48:19,720.35,Entregue
972,86,3,86,2025-04-05 03:49:41,3643.11,Aguardando Pagamento
973,48,2,48,2024-12-01 12:46:33,2603.02,Aguardando Pagamento
974,61,1,61,2025-05-25 19:44:18,4015.82,Entregue
975,140,2,140,2024-05-25 21:46:46,3626.63,Entregue
976,109,4,109,2024-10-27 10:06:15,3763.71,Entregue
977,29,4,29,2024-04-09 11:00:24,6032.97,Entregue
978,132,4,132,2024-04-01 11:58:23,3920.45,Entregue
979,84,1,84,2024-05-20 10:35:31,2425.35,Entregue
980,24,3,24,2025-01-07 18:26:04,2432.44,Entregue
981,70,3,70,2024-08-28 17:01:13,3064.06,Entregue
982,120,3,120,2024-08-23 19:12:10,1882.66,Entregue
983,103,5,103,2024-01-10 21:02:33,1469.17,Cancelado
984,136,2,136,2024-05-22 20:00:35,1296.98,Entregue
985,84,2,84,2024-05-16 17:30:32,1062.92,Entregue
986,121,4,121,2024-11-12 15:21:52,1374.26,Entregue
987,80,5,80,2025-03-19 07:11:07,4938.92,Entregue
988,54,5,54,2024-03-30 18:32:38,1871.14,Entregue
989,83,1,83,2024-03-05 08:23:18,906.72,Entregue
990,94,5,94,2024-10-05 14:20:17,120.44,Entregue
991,61,1,61,2025-04-29 19:02:45,2483.75,Entregue
992,98,3,98,2024-10-21 00:49:15,1737.65,Entregue
993,40,2,40,2024-11-04 17:01:52,1242.48,Cancelado
994,90,4,90,2025-05-02 14:29:21,2758.52,Cancelado
995,127,2,127,2025-05-29 09:30:37,848.33,Entregue
996,72,3,72,2024-07-31 05:04:33,437.86,Entregue
997,80,4,80,2024-05-21 18:55:06,131.78,Entregue
998,98,5,98,2024-07-29 20:41:45,3053.72,Aguardando Pagamento
999,121,3,121,2025-03-31 00:45:08,706.40,Entregue
1000,77,1,77,2024-04-13 06:17:44,3214.32,Entregue
1001,42,2,42,2024-07-27 05:40:03,1693.02,Entregue
1002,90,5,90,2024-09-01 00:37:07,6228.79,Entregue
1003,103,5,103,2024-07-30 03:14:05,2093.73,Entregue
1004,30,1,30,2025-04-05 23:30:38,1599.80,Aguardando Pagamento
1005,113,5,113,2024-11-13 21:29:47,1597.60,Entregue
1006,98,4,98,2024-01-19 08:52:22,3402.45,Entregue
1007,91,2,91,2024-10-05 13:46:05,4456.03,Entregue
1008,88,1,88,2024-12-17 19:26:21,1299.22,Entregue
1009,91,3,91,2025-01-20 09:49:54,1819.28,Entregue
1010,14,4,14,2024-08-01 22:01:44,5443.65,Entregue
1011,112,4,112,2024-11-28 21:57:35,4812.94,Cancelado
1012,130,5,130,2024-02-24 08:08:52,5284.39,Entregue
1013,118,4,118,2025-05-25 12:19:42,5340.54,Entregue
1014,127,5,127,2024-01-30 14:11:31,4829.19,Entregue
1015,128,2,128,2024-01-20 01:59:14,1105.73,Entregue
1016,115,3,115,2025-05-08 03:31:53,2451.28,Entregue
1017,46,4,46,2025-04-29 23:38:06,3457.30,Entregue
1018,92,4,92,2024-07-26 08:42:08,1059.66,Entregue
1019,6,1,6,2024-09-09 01:27:52,264.36,Entregue
1020,9,3,9,2025-03-31 09:09:54,596.17,Entregue
1021,106,3,106,2024-10-20 17:17:54,1342.86,Entregue
1022,124,5,124,2024-06-12 23:59:10,3690.76,Entregue
1023,74,5,74,2024-08-24 15:06:25,2017.04,Aguardando Pagamento
1024,62,1,62,2024-08-11 17:21:27,6201.17,Entregue
1025,5,5,5,2025-04-03 01:11:46,4167.77,Entregue
1026,127,2,127,2025-03-13 11:46:34,3460.71,Entregue
1027,137,3,137,2025-01-04 22:11:02,1325.40,Entregue
1028,102,5,102,2024-07-11 21:44:43,2437.93,Entregue
1029,66,1,66,2024-03-04 08:52:43,1000.72,Cancelado
1030,2,4,2,2024-10-25 18:27:06,2579.01,Entregue
1031,18,2,18,2024-11-06 20:07:26,4837.12,Cancelado
1032,31,5,31,2024-04-09 07:07:55,1398.60,Entregue
1033,129,1,129,2024-12-30 21:21:50,3455.14,Entregue
1034,102,3,102,2024-01-18 10:51:06,4285.65,Entregue
1035,104,5,104,2024-06-01 23:31:44,4989.86,Entregue
1036,125,2,125,2025-01-16 12:22:59,6469.42,Entregue
1037,4,1,4,2025-05-16 20:44:02,4457.62,Entregue
1038,88,4,88,2024-03-31 05:39:56,3233.31,Cancelado
1039,4,2,4,2024-09-08 11:56:32,2551.05,Aguardando Pagamento
1040,78,5,78,2024-03-24 21:29:54,3473.43,Entregue
1041,58,5,58,2024-05-04 05:23:58,2848.18,Entregue
1042,32,1,32,2025-02-05 23:27:11,2265.90,Entregue
1043,138,3,138,2024-03-09 16:38:03,5139.83,Entregue
1044,24,3,24,2025-03-27 17:49:30,6079.87,Entregue
1045,103,3,103,2024-09-13 22:58:29,6451.38,Entregue
1046,59,1,59,2025-02-06 13:20:32,2444.34,Entregue
1047,81,1,81,2024-07-11 23:35:47,479.28,Entregue
1048,59,2,59,2025-03-07 16:30:43,3544.10,Aguardando Pagamento
1049,94,4,94,2024-11-12 09:46:45,5787.33,Cancelado
1050,14,4,14,2024-05-19 18:49:42,894.40,Entregue
1051,81,1,81,2024-12-23 01:30:56,2516.23,Entregue
1052,57,4,57,2024-02-20 14:46:17,3345.52,Entregue
1053,111,2,111,2024-01-02 13:38:10,680.95,Entregue
1054,26,1,26,2024-01-07 09:47:43,2430.29,Entregue
1055,135,2,135,2024-03-09 19:10:23,3553.82,Entregue
1056,58,4,58,2024-05-09 00:04:12,1276.01,Aguardando Pagamento
1057,5,3,5,2024-02-04 06:58:33,866.72,Entregue
1058,84,1,84,2024-09-17 12:33:28,1860.70,Entregue
1059,34,2,34,2024-12-08 02:04:40,3967.29,Entregue
1060,134,4,134,2024-01-03 01:17:34,6364.78,Entregue
1061,36,3,36,2025-03-22 13:25:57,2928.87,Entregue
1062,145,5,145,2025-03-19 22:50:13,1640.74,Entregue
1063,89,3,89,2024-06-06 21:58:42,2202.14,Entregue
1064,34,1,34,2024-12-16 22:03:55,1176.36,Entregue
1065,50,1,50,2024-03-18 09:15:10,1823.06,Cancelado
1066,114,3,114,2025-04-09 11:47:41,2042.32,Aguardando Pagamento
1067,132,2,132,2024-07-13 14:43:51,1400.78,Entregue
1068,102,5,102,2024-03-06 15:19:44,571.95,Entregue
1069,86,5,86,2025-04-22 19:02:56,1731.14,Entregue
1070,98,4,98,2024-01-26 21:54:59,3166.00,Entregue
1071,65,4,65,2025-01-09 16:02:49,3072.13,Entregue
1072,147,2,147,2024-06-16 16:06:45,5616.26,Entregue
1073,88,3,88,2025-02-05 17:19:21,1582.86,Entregue
1074,58,2,58,2025-05-09 19:35:14,1668.27,Aguardando Pagamento
1075,140,4,140,2025-05-24 00:11:55,1802.44,Entregue
1076,143,5,143,2025-03-30 18:51:18,2866.85,Entregue
1077,130,5,130,2025-03-03 13:30:50,3110.96,Entregue
1078,122,4,122,2024-06-20 11:24:30,4404.55,Entregue
1079,126,2,126,2024-11-11 21:46:22,1789.50,Aguardando Pagamento
1080,119,1,119,2024-11-18 04:45:03,2894.83,Cancelado
1081,144,4,144,2025-02-11 22:11:34,2595.74,Entregue
1082,74,4,74,2024-09-29 03:47:35,1825.46,Entregue
1083,40,3,40,2024-09-06 14:32:46,83.11,Entregue
1084,106,5,106,2024-11-30 16:48:16,1709.78,Entregue
1085,9,2,9,2024-04-28 23:46:25,2484.31,Entregue
1086,109,2,109,2024-07-05 22:19:47,4344.53,Entregue
1087,28,1,28,2025-04-13 02:29:11,2007.33,Entregue
1088,74,4,74,2024-01-15 06:20:10,519.52,Entregue
1089,105,3,105,2024-11-09 15:31:43,1957.83,Entregue
1090,1,5,1,2024-05-31 13:14:10,3458.71,Entregue
1091,39,3,39,2024-10-06 17:31:11,881.95,Entregue
1092,118,1,118,2025-03-20 10:59:04,581.45,Entregue
1093,84,1,84,2024-07-17 03:09:52,5869.25,Entregue
1094,85,4,85,2024-06-26 14:49:31,4579.72,Entregue
1095,43,5,43,2024-08-07 01:34:30,3655.02,Aguardando Pagamento
1096,43,4,43,2025-05-03 07:11:35,4605.31,Entregue
1097,80,1,80,2024-06-20 03:17:39,1213.20,Cancelado
1098,122,1,122,2025-02-14 13:28:30,6137.14,Entregue
1099,5,3,5,2024-05-22 22:19:35,4823.14,Entregue
1100,7,5,7,2024-06-16 07:49:57,3471.07,Cancelado
1101,83,2,83,2024-09-23 21:03:55,5069.15,Entregue
1102,34,5,34,2024-03-13 10:32:29,6819.02,Entregue
1103,100,1,100,2024-12-16 11:30:13,4622.29,Entregue
1104,83,4,83,2025-01-22 13:10:03,4327.09,Cancelado
1105,26,3,26,2024-11-15 06:53:06,4238.95,Entregue
1106,83,3,83,2024-02-16 20:24:22,2276.77,Entregue
1107,106,4,106,2024-11-21 00:01:24,3460.45,Entregue
1108,148,3,148,2024-12-29 12:29:13,5484.46,Entregue
1109,116,2,116,2024-09-09 07:21:16,2611.08,Entregue
1110,64,1,64,2024-08-27 10:24:56,6120.17,Entregue
1111,36,1,36,2024-02-16 12:57:04,4334.41,Entregue
1112,71,3,71,2025-05-23 22:27:50,2159.97,Entregue
1113,71,5,71,2024-04-07 15:32:24,1307.56,Entregue
1114,27,3,27,2024-06-16 11:54:18,4377.05,Entregue
1115,28,4,28,2024-02-06 17:11:17,973.06,Entregue
1116,93,2,93,2024-02-07 23:14:59,2741.52,Entregue
1117,108,4,108,2024-01-03 23:52:58,778.96,Entregue
1118,83,1,83,2024-05-27 06:20:44,3549.76,Entregue
1119,77,5,77,2025-05-20 01:30:50,699.92,Entregue
1120,60,5,60,2024-09-30 11:19:27,4072.70,Cancelado
1121,114,4,114,2025-03-18 23:26:31,2640.20,Entregue
1122,43,4,43,2024-07-07 09:42:03,3389.90,Entregue
1123,135,2,135,2024-01-20 02:14:12,918.86,Entregue
1124,100,2,100,2024-08-25 23:45:21,4249.35,Entregue
1125,121,2,121,2024-04-11 20:08:52,449.60,Entregue
1126,10,4,10,2025-02-10 07:30:47,2846.48,Cancelado
1127,37,4,37,2024-12-01 18:10:48,1138.24,Entregue
1128,97,4,97,2025-02-19 17:03:33,3176.40,Cancelado
1129,112,2,112,2025-01-05 12:11:01,1935.45,Entregue
1130,32,4,32,2024-05-13 18:47:53,6460.45,Entregue
1131,133,5,133,2024-10-10 15:03:34,1027.20,Entregue
1132,51,3,51,2024-05-21 21:15:19,141.20,Entregue
1133,69,4,69,2025-02-25 10:50:57,1405.56,Entregue
1134,44,3,44,2024-07-11 05:15:41,2076.57,Entregue
1135,9,5,9,2024-01-15 01:47:49,3428.29,Entregue
1136,111,1,111,2024-06-03 04:50:12,1875.44,Entregue
1137,111,5,111,2024-12-04 00:08:46,2584.27,Entregue
1138,127,2,127,2025-04-10 08:22:00,2570.77,Entregue
1139,27,1,27,2024-12-14 20:40:06,1452.43,Entregue
1140,40,4,40,2024-02-22 21:47:48,798.99,Entregue
1141,28,4,28,2025-05-14 03:53:48,5585.52,Entregue
1142,146,1,146,2025-01-30 21:06:16,2900.35,Cancelado
1143,96,1,96,2025-02-08 04:08:09,1992.70,Entregue
1144,78,5,78,2024-06-13 15:47:01,2577.56,Entregue
1145,132,2,132,2024-12-25 12:00:16,4614.36,Entregue
1146,9,4,9,2024-08-30 21:11:10,1712.48,Entregue
1147,116,4,116,2025-05-01 20:48:46,3739.76,Entregue
1148,92,4,92,2024-03-24 09:38:39,2478.90,Entregue
1149,88,4,88,2025-05-23 16:06:45,4981.38,Entregue
1150,4,1,4,2025-03-04 10:07:51,3212.73,Aguardando Pagamento
1151,3,5,3,2024-05-26 07:29:50,2894.90,Entregue
1152,109,3,109,2024-09-20 21:43:56,6639.11,Entregue
1153,98,4,98,2024-06-21 03:04:52,4256.51,Cancelado
1154,7,3,7,2024-02-22 11:43:53,1499.78,Entregue
1155,126,1,126,2024-02-08 15:08:34,417.40,Entregue
1156,8,1,8,2024-04-24 02:38:02,3319.44,Entregue
1157,59,1,59,2025-03-11 01:58:28,1827.24,Cancelado
1158,127,3,127,2025-02-08 10:56:11,2517.39,Entregue
1159,95,4,95,2024-06-14 07:15:02,2131.06,Entregue
1160,108,5,108,2024-05-31 23:46:58,3866.16,Entregue
1161,47,3,47,2024-11-03 22:13:39,2134.50,Entregue
1162,53,1,53,2025-04-22 13:50:20,283.40,Entregue
1163,130,2,130,2024-02-26 21:10:37,3247.87,Entregue
1164,90,4,90,2024-04-29 08:53:42,1560.94,Entregue
1165,29,1,29,2024-03-19 11:06:38,3694.67,Entregue
1166,125,4,125,2024-10-26 12:09:00,220.56,Entregue
1167,45,1,45,2024-03-31 08:56:13,4899.97,Entregue
1168,148,3,148,2025-01-02 19:34:20,4687.17,Entregue
1169,120,2,120,2024-02-15 12:24:30,4035.31,Entregue
1170,68,3,68,2024-07-09 12:26:16,1108.53,Entregue
1171,58,2,58,2024-10-12 12:06:53,3620.18,Entregue
1172,22,3,22,2024-07-08 20:26:00,881.68,Entregue
1173,120,1,120,2024-04-23 19:08:02,5029.19,Entregue
1174,33,4,33,2024-10-26 19:30:59,7182.68,Cancelado
1175,129,2,129,2024-09-07 09:55:19,4868.76,Entregue
1176,49,3,49,2024-03-05 12:07:36,1592.72,Entregue
1177,118,1,118,2025-03-11 13:26:06,140.40,Entregue
1178,3,5,3,2024-07-10 15:46:43,1239.21,Entregue
1179,66,4,66,2024-11-04 17:18:59,2895.61,Entregue
1180,9,4,9,2025-02-09 19:02:02,2521.08,Entregue
1181,114,1,114,2025-03-24 23:11:32,1356.21,Entregue
1182,95,3,95,2024-06-23 13:14:15,1884.68,Entregue
1183,13,1,13,2024-12-30 02:38:52,5499.32,Entregue
1184,36,3,36,2024-03-04 07:35:41,5884.96,Entregue
1185,135,2,135,2024-08-30 06:56:11,5126.45,Entregue
1186,109,1,109,2024-06-21 04:43:53,1669.20,Entregue
1187,68,5,68,2025-02-09 16:43:42,2996.92,Entregue
1188,24,1,24,2024-04-11 13:39:43,4542.25,Cancelado
1189,81,3,81,2025-02-12 12:14:35,4407.61,Entregue
1190,114,5,114,2024-01-11 17:23:40,2922.19,Cancelado
1191,128,5,128,2024-11-05 12:03:25,1359.71,Entregue
1192,36,5,36,2024-12-07 02:09:55,3931.10,Entregue
1193,120,3,120,2025-02-02 14:49:54,4843.11,Entregue
1194,74,2,74,2024-05-01 05:46:59,486.96,Entregue
1195,126,1,126,2024-12-02 03:31:21,1955.12,Entregue
1196,84,1,84,2025-03-04 15:24:03,4479.18,Entregue
1197,139,5,139,2024-11-23 10:22:49,2713.95,Entregue
1198,145,1,145,2025-02-28 03:22:24,3411.69,Entregue
1199,96,2,96,2024-03-16 17:00:12,434.66,Entregue
1200,64,1,64,2024-10-14 03:30:15,1619.26,Cancelado
1201,47,5,47,2025-01-23 04:39:29,5804.90,Entregue
1202,66,4,66,2024-08-14 21:00:50,3961.24,Cancelado
1203,111,1,111,2024-06-24 15:46:18,1903.09,Entregue
1204,108,1,108,2024-06-25 00:33:43,2960.21,Entregue
1205,132,1,132,2024-09-27 01:01:33,4688.49,Entregue
1206,66,5,66,2024-04-13 13:33:10,2152.37,Entregue
1207,133,5,133,2024-10-12 07:10:33,1365.12,Entregue
1208,22,5,22,2024-07-30 18:18:04,1213.53,Entregue
1209,46,5,46,2024-10-01 09:57:45,5028.75,Entregue
1210,147,2,147,2024-09-22 13:22:56,2936.91,Entregue
1211,77,2,77,2024-02-06 20:59:37,2609.62,Entregue
1212,56,3,56,2024-08-01 04:53:31,3445.42,Entregue
1213,80,4,80,2025-02-26 20:55:34,590.30,Cancelado
1214,136,4,136,2024-08-07 05:09:23,1339.08,Entregue
1215,66,3,66,2024-02-23 14:10:48,606.10,Entregue
1216,77,4,77,2025-04-21 04:37:13,3247.50,Entregue
1217,31,1,31,2024-09-21 18:30:29,4095.99,Entregue
1218,72,3,72,2025-03-03 13:46:14,2744.10,Entregue
1219,132,5,132,2025-02-10 06:56:00,2165.77,Entregue
1220,110,1,110,2025-02-13 13:15:59,2961.88,Entregue
1221,65,3,65,2024-09-07 08:19:15,3946.09,Cancelado
1222,39,3,39,2024-12-16 06:49:41,3244.84,Cancelado
1223,30,2,30,2024-01-06 08:11:16,596.40,Entregue
1224,132,3,132,2025-01-29 10:51:12,2156.68,Entregue
1225,19,5,19,2024-08-27 07:55:28,1448.36,Aguardando Pagamento
1226,90,3,90,2024-03-29 04:29:12,199.38,Cancelado
1227,102,1,102,2025-04-11 22:11:50,5318.41,Entregue
1228,7,2,7,2024-02-07 17:45:05,2926.94,Entregue
1229,47,3,47,2024-04-12 15:08:00,4061.45,Entregue
1230,22,4,22,2024-06-29 03:00:44,2122.58,Entregue
1231,108,4,108,2024-12-29 15:05:52,432.54,Entregue
1232,150,3,150,2025-02-21 22:28:26,1428.57,Cancelado
1233,65,3,65,2025-02-26 02:31:14,2838.61,Entregue
1234,125,2,125,2024-09-15 16:44:34,2558.82,Entregue
1235,45,4,45,2025-03-30 20:20:27,268.59,Entregue
1236,7,5,7,2025-03-24 15:56:39,4184.26,Aguardando Pagamento
1237,97,3,97,2024-05-15 03:33:18,340.34,Entregue
1238,52,3,52,2024-07-16 02:25:30,2624.40,Entregue
1239,149,1,149,2024-10-18 06:34:26,4101.97,Cancelado
1240,47,5,47,2025-03-07 21:43:18,1072.86,Entregue
1241,2,3,2,2024-06-12 12:10:19,150.56,Entregue
1242,32,5,32,2024-07-18 09:34:07,3841.77,Entregue
1243,79,1,79,2024-08-23 21:04:25,2100.68,Entregue
1244,20,5,20,2025-01-06 01:23:36,1137.51,Entregue
1245,105,2,105,2024-06-12 13:13:07,3601.26,Entregue
1246,26,5,26,2024-07-31 21:16:32,868.27,Entregue
1247,61,2,61,2024-07-17 17:53:38,3486.08,Entregue
1248,46,4,46,2024-09-07 20:58:43,2139.00,Entregue
1249,59,1,59,2024-02-15 13:35:25,290.11,Entregue
1250,34,4,34,2024-04-26 10:56:18,4182.21,Aguardando Pagamento
1251,69,5,69,2024-04-02 12:48:22,1272.20,Entregue
1252,118,1,118,2025-03-20 11:47:17,694.23,Entregue
1253,39,4,39,2025-01-21 16:36:48,3454.47,Entregue
1254,6,5,6,2024-10-10 13:45:00,6132.85,Entregue
1255,115,4,115,2024-03-25 20:09:40,5745.30,Entregue
1256,82,4,82,2025-05-26 23:17:57,3174.12,Entregue
1257,144,2,144,2024-11-23 05:25:10,767.61,Entregue
1258,22,2,22,2024-12-13 09:02:51,3941.83,Entregue
1259,94,2,94,2024-01-14 12:09:12,5316.33,Entregue
1260,68,3,68,2024-05-06 09:42:02,3416.88,Entregue
1261,14,4,14,2024-10-23 09:40:37,4667.14,Entregue
1262,5,4,5,2025-05-26 01:09:50,1164.05,Cancelado
1263,18,2,18,2025-01-14 15:26:02,394.45,Entregue
1264,21,3,21,2024-05-13 20:42:51,2099.18,Entregue
1265,53,5,53,2024-05-22 10:29:18,2252.91,Entregue
1266,108,3,108,2024-06-07 05:14:08,922.32,Cancelado
1267,51,3,51,2024-04-08 07:03:32,4873.94,Cancelado
1268,9,1,9,2024-03-01 16:23:18,2583.33,Entregue
1269,73,5,73,2024-07-20 10:04:19,614.20,Entregue
1270,7,1,7,2025-01-12 07:35:41,595.35,Entregue
1271,117,2,117,2024-11-16 20:48:15,4774.15,Entregue
1272,70,5,70,2024-04-02 08:54:26,908.68,Entregue
1273,68,1,68,2024-11-06 19:18:05,3043.01,Entregue
1274,137,3,137,2025-05-04 22:29:03,555.36,Aguardando Pagamento
1275,113,5,113,2024-03-16 11:48:52,1641.30,Entregue
1276,53,3,53,2024-07-22 20:47:02,2420.03,Entregue
1277,135,1,135,2024-04-19 09:54:42,2365.85,Entregue
1278,85,4,85,2024-09-25 21:27:11,2837.00,Entregue
1279,43,1,43,2024-04-29 07:29:48,131.75,Entregue
1280,8,2,8,2025-02-28 21:37:58,4521.65,Entregue
1281,89,1,89,2024-08-27 16:53:35,507.20,Entregue
1282,109,3,109,2025-04-28 20:20:01,2398.33,Entregue
1283,105,1,105,2024-03-25 09:37:52,4210.08,Entregue
1284,92,5,92,2024-02-13 06:29:03,3173.96,Cancelado
1285,40,5,40,2024-05-10 13:32:50,5853.29,Entregue
1286,1,5,1,2024-05-04 10:02:22,4379.03,Entregue
1287,45,4,45,2025-04-03 09:27:13,1751.40,Entregue
1288,35,4,35,2024-02-04 22:18:05,184.60,Entregue
1289,20,4,20,2025-01-17 18:56:02,4570.22,Entregue
1290,86,5,86,2024-01-31 07:33:47,1690.85,Entregue
1291,113,4,113,2024-01-29 04:08:42,1901.21,Entregue
1292,44,1,44,2024-06-25 23:03:40,3120.78,Entregue
1293,18,1,18,2024-11-13 08:53:41,4194.77,Cancelado
1294,46,2,46,2024-06-15 01:41:14,4734.01,Entregue
1295,121,4,121,2025-05-12 23:32:11,4087.36,Aguardando Pagamento
1296,123,1,123,2025-05-07 07:11:11,3497.44,Entregue
1297,100,4,100,2024-11-19 19:43:37,5445.72,Entregue
1298,99,3,99,2024-09-04 10:54:59,6063.72,Entregue
1299,13,5,13,2024-03-28 00:32:42,1442.11,Entregue
1300,132,1,132,2024-06-05 02:37:50,4504.20,Entregue
1301,66,5,66,2024-12-04 04:27:46,1534.33,Entregue
1302,2,4,2,2025-03-25 15:14:16,690.96,Cancelado
1303,29,5,29,2024-09-19 15:53:42,1053.49,Entregue
1304,75,5,75,2025-02-20 06:27:32,2045.81,Entregue
1305,134,5,134,2024-12-17 07:35:39,4021.64,Entregue
1306,40,1,40,2025-03-28 14:22:56,5854.05,Entregue
1307,85,2,85,2025-05-21 09:26:13,3520.38,Entregue
1308,115,3,115,2025-01-11 06:14:00,2823.53,Entregue
1309,114,1,114,2024-10-19 06:26:40,1990.73,Entregue
1310,125,5,125,2025-03-12 10:56:07,2056.70,Entregue
1311,114,2,114,2025-05-26 13:58:07,1683.62,Entregue
1312,101,5,101,2024-08-21 04:57:28,3528.58,Entregue
1313,125,3,125,2025-05-08 14:07:23,2113.93,Entregue
1314,103,1,103,2024-09-06 18:35:46,2034.33,Cancelado
1315,138,2,138,2025-04-17 02:47:52,2096.77,Entregue
1316,119,2,119,2024-02-23 20:29:34,3543.13,Entregue
1317,8,1,8,2024-10-09 22:21:43,1851.54,Entregue
1318,134,1,134,2025-01-17 02:17:11,3134.62,Entregue
1319,57,2,57,2024-07-24 05:59:33,1062.72,Entregue
1320,17,2,17,2024-03-12 23:15:16,4577.56,Entregue
1321,25,2,25,2024-05-13 13:20:59,1673.05,Entregue
1322,114,2,114,2025-04-04 06:57:09,3662.54,Cancelado
1323,51,1,51,2025-05-16 23:23:24,1070.23,Entregue
1324,83,2,83,2024-12-09 00:46:11,3298.47,Entregue
1325,81,3,81,2025-03-21 02:26:52,4809.72,Entregue
1326,150,1,150,2024-06-05 00:03:09,4259.33,Entregue
1327,44,4,44,2024-12-12 07:30:09,1117.13,Entregue
1328,111,1,111,2025-04-14 09:09:30,2887.07,Entregue
1329,28,4,28,2025-02-24 18:41:42,111.55,Entregue
1330,92,5,92,2024-04-16 10:35:58,4331.98,Entregue
1331,145,2,145,2025-04-25 11:51:29,3627.66,Entregue
1332,131,3,131,2024-07-10 03:29:20,1701.70,Entregue
1333,10,3,10,2024-10-07 16:22:38,454.30,Cancelado
1334,22,3,22,2024-04-15 19:39:16,3657.41,Cancelado
1335,117,3,117,2024-07-12 13:27:21,1608.53,Entregue
1336,37,5,37,2025-02-27 01:23:01,1989.27,Entregue
1337,32,4,32,2024-08-07 16:42:27,727.71,Entregue
1338,135,3,135,2024-11-12 22:45:58,2680.60,Entregue
1339,42,1,42,2024-03-09 23:39:36,62.36,Entregue
1340,84,2,84,2024-10-07 17:54:59,4685.36,Entregue
1341,29,5,29,2024-12-31 02:45:39,5587.12,Aguardando Pagamento
1342,4,2,4,2024-09-11 04:29:54,3382.52,Aguardando Pagamento
1343,46,2,46,2024-05-02 13:18:07,2529.77,Entregue
1344,65,4,65,2024-01-04 23:52:59,103.20,Entregue
1345,136,3,136,2025-02-10 21:14:38,3992.45,Entregue
1346,64,3,64,2025-03-19 19:57:48,219.94,Entregue
1347,150,3,150,2024-09-04 01:35:47,4364.45,Entregue
1348,132,1,132,2024-10-26 19:27:05,2816.27,Entregue
1349,52,3,52,2024-01-11 08:27:32,4027.56,Cancelado
1350,123,5,123,2024-04-18 09:16:39,844.87,Entregue
1351,4,1,4,2025-02-10 21:58:24,3450.73,Cancelado
1352,107,2,107,2025-02-18 05:10:57,5381.30,Aguardando Pagamento
1353,13,1,13,2025-01-13 06:41:25,602.48,Entregue
1354,2,4,2,2024-12-31 17:11:40,1947.65,Entregue
1355,95,3,95,2024-10-16 08:24:33,1797.77,Entregue
1356,70,3,70,2024-05-24 18:57:56,5525.56,Entregue
1357,26,2,26,2024-03-23 05:53:10,3636.59,Entregue
1358,107,1,107,2024-07-20 13:48:15,2168.05,Entregue
1359,50,2,50,2024-03-30 22:23:33,1680.21,Cancelado
1360,53,5,53,2025-01-26 02:15:49,4347.08,Entregue
1361,36,5,36,2024-03-05 02:06:13,3095.63,Entregue
1362,4,1,4,2024-08-16 10:51:49,4185.73,Entregue
1363,112,4,112,2024-05-12 00:22:04,259.68,Entregue
1364,69,5,69,2024-02-06 13:39:00,2615.93,Entregue
1365,1,4,1,2024-05-05 06:08:33,733.54,Entregue
1366,35,4,35,2024-05-22 19:57:31,141.20,Entregue
1367,148,5,148,2024-10-11 11:27:43,1089.40,Entregue
1368,66,3,66,2024-02-04 16:52:44,6928.21,Aguardando Pagamento
1369,148,1,148,2025-04-03 11:35:20,6725.88,Entregue
1370,134,4,134,2025-01-18 00:58:41,3856.01,Entregue
1371,100,3,100,2025-04-14 02:21:30,2935.83,Cancelado
1372,24,3,24,2024-05-27 01:00:37,3553.47,Entregue
1373,3,4,3,2024-05-14 22:16:58,2068.68,Entregue
1374,133,1,133,2024-07-29 22:38:19,153.27,Entregue
1375,38,5,38,2025-02-28 22:16:40,2722.37,Entregue
1376,110,1,110,2024-06-18 22:56:16,1270.93,Entregue
1377,9,3,9,2024-11-28 05:28:52,2898.23,Entregue
1378,53,2,53,2024-02-17 20:46:23,4107.23,Entregue
1379,98,2,98,2024-12-13 10:12:16,3238.12,Entregue
1380,128,1,128,2024-11-23 18:04:47,30.96,Entregue
1381,61,1,61,2024-07-11 01:35:14,3799.01,Entregue
1382,117,3,117,2024-08-09 01:59:44,2874.20,Entregue
1383,36,5,36,2024-07-01 17:16:56,460.06,Entregue
1384,66,5,66,2025-04-03 16:05:48,6438.61,Entregue
1385,139,1,139,2024-11-16 20:10:21,8134.81,Cancelado
1386,13,3,13,2024-08-25 10:36:21,2565.04,Entregue
1387,74,4,74,2024-12-29 11:34:10,3176.66,Entregue
1388,110,2,110,2024-11-23 22:12:28,69.00,Entregue
1389,140,4,140,2024-04-25 22:27:26,1481.55,Entregue
1390,95,4,95,2025-05-05 20:50:28,2974.50,Entregue
